hue,value,chroma,srgb_r,srgb_g,srgb_b,cielab_l,cielab_a,cielab_b
10R,8,17,1,0.578238911,0.2754953,71.47607436,34.78213535,56.77076446
10R,8,18,1,0.565054715,0.230644171,70.67834988,36.03553951,60.99119993
10R,8,19,1,0.551294565,0.18886773,69.87942515,37.46624542,64.50803322
10R,8,20,1,0.537149571,0.140030139,69.07596799,38.96878927,68.14178192
10R,8,21,1,0.522956105,0.040179927,68.26939084,40.4134041,73.3472853
10R,8,22,1,0.508050999,0,67.49672743,42.21632405,74.29335473
10R,8,23,1,0.491615673,0,66.67943999,44.26794643,73.81145632
10R,8,24,1,0.474055367,0,65.82636572,46.42885522,73.3157164
10R,8,25,1,0.456195909,0,64.98112556,48.58968077,72.83229503
10R,8,26,1,0.438754013,0,64.17842897,50.66010347,72.38081319
10R,9,1,0.897088526,0.900564998,0.897513198,91.08118765,-0.436746515,0.272302116
10R,9,2,0.9622376,0.883865043,0.858523426,91.09265789,5.803651641,5.649738874
10R,9,3,1,0.869427337,0.822138867,90.80109327,9.695677736,10.19109463
10R,9,4,1,0.856529677,0.788075699,89.81547883,10.13857471,13.33521355
10R,9,5,1,0.84432535,0.756009128,88.89126746,10.61288603,16.31426792
10R,9,6,1,0.831490849,0.725581872,87.94449285,11.27364374,19.05542272
10R,9,7,1,0.817090158,0.696299575,86.91517598,12.22318988,21.54151447
10R,9,8,1,0.802503716,0.667500575,85.88476383,13.2550217,23.9744541
10R,9,9,1,0.789346916,0.638692642,84.94918818,14.13877216,26.54922836
10R,9,10,1,0.777173385,0.609830753,84.08079172,14.93222753,29.22944892
10R,9,11,1,0.764914298,0.580869894,83.21476853,15.77650948,31.93015983
10R,9,12,1,0.751368956,0.551532328,82.27837789,16.82513945,34.5903202
10R,9,13,1,0.735811442,0.521470488,81.22862898,18.16869907,37.20060917
10R,9,14,1,0.719965011,0.490751869,80.17097034,19.58249586,39.88738102
10R,9,15,1,0.706314439,0.459758823,79.25440868,20.74570202,42.7798784
10R,9,16,1,0.697067724,0.429053602,78.60873154,21.37553206,45.94439217
10R,10,1,1,1,0.985939547,99.91180786,-0.618095503,1.708360397
10R,10,2,1,0.991908512,0.952344454,99.19758411,-1.024076543,5.063402972
10R,10,3,1,0.979402689,0.91834117,98.20911015,-0.834828484,8.088408479
10R,10,4,1,0.966208764,0.884486948,97.18416823,-0.503065285,11.05681657
10R,10,5,1,0.952452432,0.8513802,96.13413778,-0.020911846,13.90657708
10R,10,6,1,0.93823614,0.819684392,95.06892724,0.621549306,16.56427132
10R,10,7,1,0.923640708,0.790152596,93.99717705,1.436636837,18.94232492
10R,10,8,1,0.908726671,0.76364929,92.92646449,2.439516333,20.93653177
10RP,1,1,0.152005876,0.096922911,0.119739883,10.62118746,8.208178375,-1.209016535
10RP,1,2,0.172252826,0.085553371,0.124800338,10.61450469,12.94211638,-2.092874334
10RP,1,3,0.190062512,0.072819919,0.129895218,10.60768931,17.32752476,-2.990476547
10RP,1,4,0.206178036,0.057986672,0.135072095,10.60067558,21.45205846,-3.909560824
10RP,1,5,0.221257368,0.039296102,0.140427962,10.59331382,25.43003346,-4.86671428
10RP,1,6,0.236181467,0.016423837,0.146201252,10.58522594,29.46526226,-5.903993054
10RP,1,7,0.25163652,0,0.152597688,10.94219214,32.6503887,-6.499987233
10RP,1,8,0.266971782,0,0.159284376,11.97121279,33.83775171,-6.123817919
10RP,1,9,0.281373067,0,0.165839092,12.93290589,34.95330881,-5.82375787
10RP,1,10,0.295524446,0,0.172526656,13.87345523,36.04926817,-5.575872118
10RP,1,11,0.310323825,0,0.179718557,14.85178445,37.19314957,-5.354702857
10RP,1,12,0.325177394,0,0.187000789,15.82695462,38.33497333,-5.147488273
10RP,1,13,0.339090048,0,0.193766285,16.73327486,39.39586385,-4.94739861
10RP,1,14,0.35195219,0,0.200028716,17.56588448,40.37100584,-4.766478445
10RP,1,15,0.363932548,0,0.205992367,18.33827478,41.27785502,-4.621920811
10RP,1,16,0.375032988,0,0.211749373,19.0525133,42.11999864,-4.527975246
10RP,2,1,0.229268502,0.181846544,0.193650367,20.53775877,6.124583963,0.170308505
10RP,2,2,0.254674818,0.170694117,0.195657673,20.53324886,11.07736095,-0.089292279
10RP,2,3,0.276842807,0.159072645,0.197503327,20.52891459,15.62333605,-0.324836318
10RP,2,4,0.296860248,0.146659497,0.199319985,20.52462711,19.89079882,-0.558072391
10RP,2,5,0.315678893,0.132826079,0.201276975,20.52019229,24.03435774,-0.816527893
10RP,2,6,0.334492029,0.116131946,0.203633142,20.51525974,28.29929656,-1.141531977
10RP,2,7,0.354136547,0.094142113,0.206622484,20.50949678,32.87467378,-1.571057154
10RP,2,8,0.373767446,0.06389836,0.210163953,20.50308177,37.55792204,-2.095791289
10RP,2,9,0.392430337,0.018215924,0.214083394,20.49632615,42.10356906,-2.691067741
10RP,2,10,0.410552676,0,0.218295969,21.20127926,44.49231131,-2.285361391
10RP,2,11,0.428799383,0,0.222772331,22.306579,45.73360111,-1.333215053
10RP,2,12,0.447408742,0,0.227578956,23.42930999,47.00022239,-0.412110969
10RP,2,13,0.46637581,0,0.232757546,24.56909715,48.29186723,0.470816179
10RP,2,14,0.485048884,0,0.23810199,25.68648193,49.56296266,1.290605386
10RP,2,15,0.502716489,0,0.24336508,26.73924847,50.76439199,2.024792749
10RP,2,16,0.519495274,0,0.24857677,27.73530465,51.9046293,2.680877087
10RP,2,17,0.535718903,0,0.253848621,28.6952374,53.00697113,3.272076361
10RP,2,18,0.551568431,0,0.259245372,29.63025114,54.08408259,3.805130177
10RP,3,1,0.321384271,0.271844342,0.278889127,30.75842369,5.735598935,0.931059887
10RP,3,2,0.355007875,0.258716239,0.275075044,30.75645927,11.38039378,1.678269608
10RP,3,3,0.38356202,0.245526094,0.271743968,30.75443218,16.47122121,2.342761676
10RP,3,4,0.408826044,0.231939134,0.268882656,30.75227369,21.18782411,2.928485303
10RP,3,5,0.432187544,0.217396196,0.266459181,30.74989184,25.71672935,3.443650657
10RP,3,6,0.455178297,0.200745303,0.26440546,30.74712238,30.32130897,3.905523962
10RP,3,7,0.478739598,0.180538124,0.262660999,30.74383655,35.17723739,4.329178804
10RP,3,8,0.501732859,0.156542873,0.261283718,30.74020552,40.0344618,4.698466501
10RP,3,9,0.523107975,0.128403197,0.26034054,30.73642831,44.64583892,4.994182837
10RP,3,10,0.543946112,0.091127104,0.25974537,30.73236617,49.22162717,5.236078942
10RP,3,11,0.565255475,0.024670013,0.259407711,30.72785197,53.97187881,5.445960427
10RP,3,12,0.585817364,0,0.259437576,31.55423801,56.18042279,6.770992866
10RP,3,13,0.604518662,0,0.259940651,32.60270006,57.33269359,8.309831094
10RP,3,14,0.622946641,0,0.260749374,33.63426346,58.47275436,9.764731525
10RP,3,15,0.642726429,0,0.261687339,34.73779253,59.69605757,11.30273072
10RP,3,16,0.662802078,0,0.262867054,35.85476749,60.9392551,12.81462906
10RP,3,17,0.681799218,0,0.264460261,36.91029867,62.12063297,14.15838997
10RP,3,18,0.699977576,0,0.266561593,37.91961262,63.25696936,15.34363219
10RP,3,19,0.717961896,0,0.269257236,38.91758196,64.38697908,16.41093929
10RP,3,20,0.736069688,0,0.272659365,39.92201212,65.53088752,17.37048702
10RP,4,1,0.4156756,0.370440765,0.37563199,41.21550196,4.8968192,0.951127
10RP,4,2,0.449199943,0.358436638,0.370982551,41.21426965,10.02809697,1.78554844
10RP,4,3,0.479120925,0.346225468,0.366549954,41.21298424,14.85055741,2.586460292
10RP,4,4,0.506482113,0.333626275,0.3623595,41.21159753,19.45073966,3.350858467
10RP,4,5,0.532179708,0.32033912,0.35843033,41.21004373,23.93078883,4.077400816
10RP,4,6,0.557381181,0.30569149,0.354762585,41.20819415,28.47189501,4.770096352
10RP,4,7,0.582679362,0.289065137,0.351363563,41.20596656,33.17004206,5.430457394
10RP,4,8,0.606514964,0.271277676,0.348327218,41.20357222,37.70929422,6.035546059
10RP,4,9,0.627744097,0.253294323,0.345733695,41.2012094,41.83563162,6.564681125
10RP,4,10,0.648526128,0.233193588,0.343418373,41.19862927,45.95071742,7.054321118
10RP,4,11,0.670870321,0.207919932,0.341214682,41.19554339,50.45365653,7.543236539
10RP,4,12,0.69342913,0.176841934,0.339328482,41.19208355,55.07714387,7.991126598
10RP,4,13,0.714543213,0.139388022,0.338000217,41.18847447,59.47404893,8.347701093
10RP,4,14,0.734338453,0.088963068,0.337098073,41.18478417,63.65071989,8.633216877
10RP,4,15,0.753482854,0,0.336406996,41.236809,67.56828034,8.964352155
10RP,4,16,0.773196716,0,0.335827044,42.28638237,68.71236713,10.68170363
10RP,4,17,0.794448358,0,0.3353456,43.41572716,69.94860147,12.49892343
10RP,4,18,0.816601265,0,0.335209544,44.59166165,71.24295554,14.32414063
10RP,4,19,0.838455147,0,0.335636659,45.75121901,72.52745667,16.02643128
10RP,4,20,0.858081339,0,0.336369446,46.79118418,73.68472115,17.49168419
10RP,4,21,0.87415086,0,0.337135556,47.64117326,74.63333743,18.65906385
10RP,4,22,0.888927652,0,0.338213804,48.42278508,75.50963674,19.67072236
10RP,4,23,0.90553903,0,0.34002658,49.30218387,76.5012259,20.71193125
10RP,4,24,0.926560712,0,0.342927886,50.41444521,77.76112063,21.93063376
10RP,5,1,0.508688716,0.473918077,0.477760671,51.57570078,3.58524697,0.696477837
10RP,5,2,0.543103702,0.462567258,0.471330427,51.57547042,8.385673836,1.761698051
10RP,5,3,0.575138391,0.450716273,0.465342827,51.57495434,13.10026811,2.764056081
10RP,5,4,0.605315882,0.438281164,0.459756281,51.57417124,17.74717348,3.710002261
10RP,5,5,0.634111991,0.425122398,0.454511531,51.57313535,22.35666739,4.609035679
10RP,5,6,0.662247537,0.410888162,0.44947838,51.57184463,27.01482684,5.48294604
10RP,5,7,0.689982049,0.395340661,0.444583175,51.57031142,31.74435644,6.343822215
10RP,5,8,0.715883214,0.379250067,0.440104044,51.56862935,36.27768619,7.142625148
10RP,5,9,0.739190638,0.36324486,0.436290994,51.5668462,40.45304111,7.835936513
10RP,5,10,0.762866502,0.34522714,0.432774992,51.56471091,44.78749632,8.493260824
10RP,5,11,0.789035325,0.322845666,0.429178144,51.56203049,49.67399384,9.184564201
10RP,5,12,0.813720347,0.298788569,0.425943281,51.55924689,54.36368502,9.821316319
10RP,5,13,0.833542202,0.276799533,0.42356049,51.55678819,58.18604975,10.30599572
10RP,5,14,0.852646286,0.252635465,0.421560373,51.55418207,61.91903069,10.73287767
10RP,5,15,0.87517438,0.218991036,0.419353866,51.55090553,66.37045536,11.21959322
10RP,5,16,0.898369385,0.175182086,0.417110319,51.54736193,71.00046096,11.72418472
10RP,5,17,0.919172115,0.120123055,0.41510114,51.54404485,75.18979704,12.18325314
10RP,5,18,0.939917945,0.008174186,0.413045307,51.54062752,79.39814484,12.65599143
10RP,5,19,0.96290952,0,0.410797247,52.6574486,80.81182542,14.73355591
10RP,5,20,0.985067524,0,0.40952409,53.78620388,82.04461913,16.66149573
10RP,5,21,1,0,0.410104886,54.55323982,82.89654953,17.7434643
10RP,5,22,1,0,0.410502563,54.55540175,82.90232219,17.68524679
10RP,5,23,1,0,0.408755483,54.54592224,82.87700867,17.94103781
10RP,5,24,1,0,0.406630662,54.53445693,82.8463859,18.25223477
10RP,5,25,1,0,0.406253768,54.53243056,82.84097292,18.30744514
10RP,5,26,1,0,0.40686766,54.53573228,82.84979259,18.21751912
10RP,5,27,1,0,0.407060681,54.53677162,82.85256879,18.18924635
10RP,5,28,1,0,0.405967628,54.53089359,82.83686711,18.3493635
10RP,6,1,0.620008834,0.573336417,0.577893966,61.67978075,4.625214356,0.990606186
10RP,6,2,0.644150143,0.565539555,0.572817671,61.67991271,7.824146479,1.793726408
10RP,6,3,0.673734722,0.555157808,0.566996147,61.67969886,11.92194203,2.726258671
10RP,6,4,0.706041947,0.542747037,0.560701125,61.67920027,16.58322228,3.743912301
10RP,6,5,0.738505898,0.529054742,0.554283473,61.67848948,21.44334117,4.789191032
10RP,6,6,0.767812461,0.515537002,0.548350883,61.67768952,25.97064806,5.761554164
10RP,6,7,0.792246049,0.503331184,0.543359475,61.67687965,29.8439102,6.585307454
10RP,6,8,0.815839534,0.490631733,0.538679528,61.67589449,33.67341912,7.366077257
10RP,6,9,0.842268232,0.47522591,0.533587559,61.67456036,38.0610545,8.225631893
10RP,6,10,0.869829196,0.45767541,0.528357295,61.67294832,42.7363882,9.11845093
10RP,6,11,0.896110425,0.439315725,0.523489118,61.67118249,47.2855804,9.960344979
10RP,6,12,0.920242275,0.420827294,0.519202018,61.66933121,51.53950375,10.71360088
10RP,6,13,0.942490348,0.40215449,0.515493608,61.66739383,55.52621318,11.37826198
10RP,6,14,0.966113944,0.380316482,0.511718399,61.66513462,59.8197031,12.06664687
10RP,6,15,0.993361759,0.352013125,0.507312013,61.66237613,64.83429431,12.87712072
10RP,6,16,1,0.319989135,0.502949787,60.7890699,68.3404139,12.34156711
10RP,6,17,1,0.288723732,0.499519951,59.76413837,71.05450978,11.41347928
10RP,6,18,1,0.254642297,0.497108221,58.76531466,73.76164737,10.3678118
10RP,6,19,1,0.210012667,0.495523701,57.64742407,76.86569975,9.025635288
10RP,6,20,1,0.150982822,0.494440414,56.49542993,80.12189402,7.553086959
10RP,6,21,1,0.061879917,0.49350268,55.43301368,83.1608569,6.179465208
10RP,6,22,1,0,0.492384061,55.05336578,84.22532509,5.807120698
10RP,6,23,1,0,0.490991982,55.0440136,84.20059817,6.006922579
10RP,6,24,1,0,0.490219664,55.03883836,84.18691305,6.117807525
10RP,6,25,1,0,0.490796251,55.04270112,84.19712766,6.035022114
10RP,6,26,1,0,0.491601373,55.04810377,84.21141304,5.91944786
10RP,6,27,1,0,0.491084269,55.04463263,84.20223503,5.993674319
10RP,6,28,1,0,0.488013339,55.02410632,84.14794877,6.434719041
10RP,7,1,0.714032583,0.680032599,0.681829685,71.5960213,3.186855994,0.882678181
10RP,7,2,0.74491011,0.670315747,0.676177238,71.59587546,7.137994208,1.758381777
10RP,7,3,0.776584233,0.659570934,0.670042606,71.59569042,11.33285453,2.710536482
10RP,7,4,0.808477065,0.647891881,0.663552751,71.59544594,15.69785534,3.720388356
10RP,7,5,0.84017423,0.635354924,0.656825555,71.59512257,20.1723633,4.77053423
10RP,7,6,0.87155138,0.621948431,0.649919899,71.59470534,24.73089624,5.852544148
10RP,7,7,0.902303306,0.60775127,0.642966447,71.59417386,29.32015647,6.947020223
10RP,7,8,0.931178923,0.593352186,0.636452987,71.59348224,33.74247524,7.979842905
10RP,7,9,0.95775341,0.579063213,0.630740355,71.5925675,37.91666201,8.896884093
10RP,7,10,0.985188261,0.563154334,0.625179094,71.59132441,42.32739942,9.802535514
10RP,7,11,1,0.543864603,0.619093092,71.05578504,45.95237223,9.97298126
10RP,7,12,1,0.522761006,0.612975205,69.96809011,48.4397961,9.298437521
10RP,7,13,1,0.502012865,0.607493806,68.92798397,50.8615364,8.601712594
10RP,7,14,1,0.480717628,0.602539151,67.89309423,53.31932282,7.837305975
10RP,7,15,1,0.457181497,0.597783959,66.78950128,55.99266997,6.945823428
10RP,7,16,1,0.431363383,0.592960838,65.6272121,58.84971902,5.979405548
10RP,7,17,1,0.403880596,0.587901887,64.44640584,61.78118564,5.01990383
10RP,7,18,1,0.375699282,0.582787568,63.29959291,64.65452209,4.116878452
10RP,7,19,1,0.347708669,0.577970203,62.22958816,67.36480781,3.280725546
10RP,7,20,1,0.318662447,0.574071042,61.20139407,70.02917132,2.368786977
10RP,7,21,1,0.285799326,0.571587462,60.14777914,72.85364818,1.207874184
10RP,7,22,1,0.244401532,0.570200953,58.98511283,76.06395906,-0.27971844
10RP,7,23,1,0.183969632,0.569405302,57.61238807,79.93937828,-2.170502409
10RP,7,24,1,0.050644604,0.568838643,55.90243756,84.86032997,-4.603897531
10RP,8,1,0.79741765,0.790905217,0.7918838,81.34620644,0.619587165,0.079910266
10RP,8,2,0.841568885,0.777770243,0.782507238,81.34673919,5.91239672,1.472138421
10RP,8,3,0.880641607,0.765042801,0.773969371,81.34704133,10.8185645,2.746233014
10RP,8,4,0.916266105,0.752450998,0.766094565,81.34712533,15.47115493,3.928171745
10RP,8,5,0.949956682,0.73959941,0.758647957,81.34699856,20.02566891,5.053090599
10RP,8,6,0.983872642,0.725657404,0.751193705,81.34664875,24.75734697,6.187158355
10RP,8,7,1,0.710081936,0.743447233,80.82734235,28.05512395,6.560646529
10RP,8,8,1,0.694344772,0.736060254,79.88243867,29.9011299,6.219668546
10RP,8,9,1,0.679584855,0.729594115,79.00676446,31.64738472,5.853149538
10RP,8,10,1,0.662437865,0.723015637,78.00522853,33.70454686,5.322535396
10RP,8,11,1,0.639598254,0.715215641,76.69503223,36.46775308,4.518144086
10RP,8,12,1,0.615402909,0.706871324,75.33036022,39.37563828,3.712700151
10RP,8,13,1,0.595656025,0.699214391,74.23052296,41.70483695,3.196087557
10RP,8,14,1,0.578762285,0.69325435,73.30818085,43.70189488,2.699528894
10RP,8,15,1,0.561044237,0.689366323,72.37205922,45.85306239,1.890718776
10RP,8,16,1,0.541273428,0.685769522,71.35265503,48.24986836,0.91846658
10RP,8,17,1,0.519033961,0.680737739,70.22616748,50.87624015,-0.006911891
10RP,8,18,1,0.494377116,0.675214232,69.01286252,53.73425249,-0.989569281
10RP,8,19,1,0.467386155,0.670755222,67.74142642,56.83229207,-2.211582942
10RP,8,20,1,0.4379593,0.668437906,66.43223996,60.17533726,-3.801732596
10RP,9,1,0.906229028,0.897522814,0.899978766,91.07937318,0.860486151,-0.037673409
10RP,9,2,0.948547946,0.885200434,0.889165197,91.08069688,5.692912065,1.509503077
10RP,9,3,0.991178056,0.871575788,0.879238691,91.08132406,10.84996188,2.947465786
10RP,9,4,1,0.856932862,0.870040744,90.32445453,13.20363499,3.103848699
10RP,9,5,1,0.841697981,0.86136141,89.34465965,14.87787771,2.846026174
10RP,9,6,1,0.826784849,0.852751818,88.3892289,16.5193221,2.616717692
10RP,9,7,1,0.812846316,0.844014301,87.49599828,18.03250004,2.497544886
10RP,9,8,1,0.798421082,0.836185657,86.5837499,19.65145417,2.230543988
10RP,9,9,1,0.781685217,0.830039028,85.55035164,21.64840941,1.561297028
10RP,9,10,1,0.76253805,0.824013581,84.38353476,23.97613275,0.681653905
10RP,9,11,1,0.741543294,0.816524095,83.11012222,26.49812065,-0.153727533
10RP,9,12,1,0.719640051,0.80849637,81.79417278,29.12265064,-0.976759639
10RP,9,13,1,0.697962068,0.801449408,80.51299711,31.75225064,-1.882953759
10RP,9,14,1,0.677811405,0.796468294,79.34759431,34.24984861,-2.904760524
10RP,10,1,1,1,1,100,0,0
10RP,10,2,1,0.993577066,0.996068388,99.5724194,0.652633506,-0.110149035
10RP,10,3,1,0.977685425,0.984645268,98.50553816,2.200574816,-0.171635572
10RP,10,4,1,0.961940405,0.972392611,97.44517813,3.705042058,-0.110772742
10RP,10,5,1,0.946203808,0.960248555,96.38883029,5.225055094,-0.053953008
10RP,10,6,1,0.930271528,0.94918053,95.33026594,6.828434194,-0.138169083
10RP,10,7,1,0.9138666,0.94018879,94.25929313,8.593080335,-0.511968038
10RP,10,8,1,0.896625628,0.934311423,93.16129719,10.60966802,-1.337035069
10Y,1,1,0.113378575,0.113405661,0.103244277,10.63651293,-0.632829623,1.784968025
10Y,1,2,0.119232665,0.115794084,0.04733234,10.66067201,-2.9355484,10.822853
10Y,1,3,0.122893724,0.117321401,0,10.71522438,-4.172489874,15.87918464
10Y,1,4,0.125402061,0.118382357,0,10.88851188,-3.979403375,16.13187898
10Y,2,1,0.19527577,0.195629661,0.173820806,20.55249493,-1.27150654,3.530355569
10Y,2,2,0.200737928,0.197408572,0.132158925,20.57077665,-2.906466194,10.74893909
10Y,2,3,0.204548317,0.19894006,0.086068816,20.58533743,-4.305045434,18.34835782
10Y,2,4,0.207221784,0.200290012,0.021807749,20.59719987,-5.528029958,26.56497409
10Y,2,5,0.209079456,0.20150197,0,20.70535014,-5.836011555,28.96332784
10Y,2,6,0.210332483,0.202605905,0,20.83483549,-5.839836861,29.11572097
10Y,3,1,0.285763427,0.286322775,0.253659096,30.77495785,-1.785636925,4.971338889
10Y,3,2,0.291891751,0.288339077,0.207247037,30.79433058,-3.523881875,12.54245738
10Y,3,3,0.296086386,0.289946011,0.162701242,30.80893829,-4.905779136,19.59160035
10Y,3,4,0.299109239,0.291260978,0.115908003,30.82037804,-6.035504681,26.50826491
10Y,3,5,0.301424081,0.292351359,0.057087754,30.82963363,-6.975952877,33.76248802
10Y,3,6,0.303337976,0.293256842,0,30.87351982,-7.480747674,39.20260846
10Y,3,7,0.305068112,0.294000867,0,30.97826712,-7.366811697,39.29866966
10Y,3,8,0.306775516,0.294597005,0,31.07043978,-7.233382894,39.38536359
10Y,4,1,0.384942337,0.383643655,0.344289896,41.23370951,-1.845709053,5.765294588
10Y,4,2,0.390727374,0.386394075,0.291491882,41.2552288,-3.963866714,13.96584234
10Y,4,3,0.395270942,0.388454303,0.241326235,41.27181181,-5.597985434,21.5806577
10Y,4,4,0.398907972,0.390030985,0.191337071,41.28483368,-6.879336268,28.83001476
10Y,4,5,0.401827365,0.391260157,0.137972273,41.29517146,-7.89682326,35.89013758
10Y,4,6,0.404075778,0.392245757,0.072309194,41.30336685,-8.716857347,42.87850588
10Y,4,7,0.405738322,0.393052494,0,41.33485621,-9.186920585,47.94956737
10Y,4,8,0.407194225,0.393672991,0,41.41822405,-9.09493054,48.02610196
10Y,4,9,0.408678467,0.394112759,0,41.48832386,-8.973239976,48.09333496
10Y,4,10,0.409798424,0.394502815,0,41.5457386,-8.889874988,48.14735313
10Y,4,11,0.410082674,0.394985833,0,41.58995738,-8.924395107,48.18255412
10Y,4,12,0.40919258,0.395668956,0,41.62107548,-9.13449372,48.19529127
10Y,5,1,0.48711985,0.485009387,0.435911521,51.59721391,-2.157978903,6.916933945
10Y,5,2,0.492590021,0.487557198,0.387789811,51.6164642,-4.03914834,14.10117112
10Y,5,3,0.497359632,0.48983826,0.337516721,51.63366944,-5.748735083,21.49674487
10Y,5,4,0.501452681,0.491817175,0.284917453,51.64864166,-7.254378115,29.01983276
10Y,5,5,0.50493231,0.493475392,0.229096623,51.66133302,-8.536685957,36.59344545
10Y,5,6,0.507909758,0.494777745,0.168127768,51.67169241,-9.568333535,44.05916973
10Y,5,7,0.510450144,0.495729421,0.094578584,51.67980609,-10.34817398,51.22633573
10Y,5,8,0.51241509,0.49646983,0,51.70527453,-10.80764697,56.62507317
10Y,5,9,0.513722821,0.497116098,0,51.7837171,-10.74074217,56.69581615
10Y,5,10,0.514690891,0.497658652,0,51.84653985,-10.70014886,56.75163424
10Y,5,11,0.515617367,0.498075192,0,51.89904279,-10.6470351,56.79952721
10Y,5,12,0.516476172,0.49841127,0,51.94400355,-10.59085429,56.84123533
10Y,5,13,0.51718234,0.498721042,0,51.98345208,-10.54931391,56.87732923
10Y,5,14,0.517710203,0.499040603,0,52.01945726,-10.53050456,56.90903455
10Y,6,1,0.591540308,0.587769488,0.52505237,61.70598767,-2.546095848,8.570725488
10Y,6,2,0.59606585,0.590313307,0.480503706,61.72333691,-4.31514447,14.99539836
10Y,6,3,0.600674792,0.592639863,0.432323043,61.73991997,-5.980017527,21.87175036
10Y,6,4,0.605088534,0.594718309,0.380955548,61.75521632,-7.502764902,29.0676678
10Y,6,5,0.609121345,0.596541394,0.326299555,61.76892387,-8.863558062,36.48060805
10Y,6,6,0.612649646,0.598116574,0.267479715,61.7808858,-10.05495543,44.01840954
10Y,6,7,0.615598431,0.599456813,0.201996487,61.7910355,-11.07606998,51.5748666
10Y,6,8,0.617938246,0.600572105,0.121627565,61.79935682,-11.9271839,58.99233151
10Y,6,9,0.619705651,0.601465875,0,61.81831557,-12.51044751,65.07736105
10Y,6,10,0.621144339,0.602119122,0,61.89750373,-12.43160309,65.14950342
10Y,6,11,0.622460877,0.602543023,0,61.9575099,-12.33613059,65.20648531
10Y,6,12,0.623620728,0.602898909,0,62.00912962,-12.24967337,65.25578831
10Y,6,13,0.624579516,0.603308095,0,62.06004216,-12.19365426,65.30252454
10Y,6,14,0.625511384,0.603637724,0,62.10465679,-12.13007624,65.34442057
10Y,6,15,0.626632133,0.603716247,0,62.13558904,-12.01091212,65.37834119
10Y,6,16,0.628116195,0.603423056,0,62.14822878,-11.79970893,65.40276288
10Y,7,1,0.694734773,0.691070026,0.632977258,71.61922508,-2.303823536,7.70537648
10Y,7,2,0.700038373,0.694383446,0.578590294,71.64037722,-4.505485099,15.32890578
10Y,7,3,0.705191777,0.696999013,0.526255892,71.65840399,-6.314770485,22.59956166
10Y,7,4,0.710081939,0.699115908,0.474814907,71.67399586,-7.831551418,29.64457855
10Y,7,5,0.714600673,0.700889391,0.423000484,71.68767012,-9.136345843,36.58558027
10Y,7,6,0.718607763,0.702458612,0.369138622,71.69983886,-10.30281304,43.55719291
10Y,7,7,0.722023555,0.703918191,0.310782563,71.71079909,-11.38272776,50.70286419
10Y,7,8,0.724986015,0.705263729,0.243739098,71.72069526,-12.37750162,58.15262116
10Y,7,9,0.727611304,0.706457375,0.157851164,71.7294986,-13.26642957,65.95697333
10Y,7,10,0.729815946,0.707414671,0,71.73980141,-13.9643917,73.38355321
10Y,7,11,0.731525249,0.70809905,0,71.82475716,-13.86153542,73.46213889
10Y,7,12,0.732778354,0.708651564,0,71.89057483,-13.79276699,73.52231861
10Y,7,13,0.733649727,0.709194342,0,71.94736145,-13.7656251,73.57215739
10Y,7,14,0.734336591,0.709670413,0,71.99546935,-13.75052069,73.6138685
10Y,7,15,0.735009719,0.710008585,0,72.03369375,-13.71899162,73.64827611
10Y,7,16,0.735639364,0.7102337,0,72.06311478,-13.67761556,73.67586903
10Y,7,17,0.73615753,0.710386485,0,72.08507421,-13.6393347,73.69694445
10Y,7,18,0.736534724,0.710486861,0,72.10030835,-13.61005605,73.71174234
10Y,8,1,0.800083324,0.797333396,0.720279,81.37667957,-3.143934778,9.890729844
10Y,8,2,0.80643656,0.79966485,0.672972517,81.3943756,-4.767599089,16.35251455
10Y,8,3,0.812002845,0.802049593,0.622980041,81.41143863,-6.40754717,23.13169797
10Y,8,4,0.816899701,0.804369927,0.570787271,81.42748576,-7.998810151,30.12916017
10Y,8,5,0.82125681,0.806531795,0.516710414,81.4422518,-9.488541641,37.25447193
10Y,8,6,0.82523627,0.808442292,0.461083739,81.45551884,-10.82423643,44.39564872
10Y,8,7,0.828952341,0.810053623,0.403854043,81.46720653,-11.97740892,51.46229369
10Y,8,8,0.832334009,0.811435884,0.343352277,81.47751433,-12.98335969,58.50068014
10Y,8,9,0.835272254,0.812672115,0.276169335,81.48665176,-13.88515467,65.59275104
10Y,8,10,0.837656387,0.813828728,0.194388166,81.49475541,-14.71679239,72.80450864
10Y,8,11,0.839464739,0.814925707,0.056817707,81.50187528,-15.48839564,80.15788554
10Y,8,12,0.841000506,0.815837458,0,81.57829436,-15.57806726,81.6091505
10Y,8,13,0.842515175,0.816470367,0,81.65338434,-15.49266739,81.6782509
10Y,8,14,0.84382848,0.816949041,0,81.71374942,-15.40974018,81.73472786
10Y,8,15,0.844722811,0.817405958,0,81.76372419,-15.36989426,81.77962068
10Y,8,16,0.845223052,0.81783743,0,81.80358044,-15.36993117,81.81336394
10Y,8,17,0.845448614,0.818208101,0,81.83346917,-15.39229471,81.837222
10Y,8,18,0.845675745,0.818481863,0,81.85683151,-15.40218861,81.85636182
10Y,8,19,0.846204683,0.818621598,0,81.87754965,-15.36207353,81.87650149
10Y,8,20,0.847295311,0.818590062,0,81.89865872,-15.23879494,81.90236249
10Y,9,1,0.909365221,0.904060456,0.826436488,91.11011525,-2.885015938,9.80528184
