hue,value,chroma,srgb_r,srgb_g,srgb_b,cielab_l,cielab_a,cielab_b
10B,1,1,0.086010233,0.116553205,0.139467909,10.61469335,-1.746436425,-5.148749357
10B,1,2,0.057260646,0.118958796,0.162874982,10.59710782,-2.617086058,-9.6092861
10B,1,3,0.013798066,0.121292821,0.185201481,10.57754017,-3.414969276,-13.83165024
10B,1,4,0,0.123551593,0.206921919,10.97581627,-2.04508023,-17.21168647
10B,1,5,0,0.125764773,0.228478779,11.55798494,0.194785483,-20.21003061
10B,1,6,0,0.128045162,0.250523348,12.17453498,2.482486125,-23.19196486
10B,1,7,0,0.130547859,0.273790138,12.85325932,4.864590026,-26.24149895
10B,1,8,0,0.1332609,0.298376401,13.59536071,7.341466178,-29.36790815
10B,1,9,0,0.136083135,0.324066896,14.38782943,9.893935602,-32.54924997
10B,1,10,0,0.138903258,0.350613658,15.21601818,12.50331641,-35.76317136
10B,2,1,0.171043581,0.197645171,0.218230383,20.52865512,-1.5369288,-4.307066395
10B,2,2,0.145541012,0.200640343,0.242256074,20.51382049,-2.694572316,-8.557198114
10B,2,3,0.11238099,0.20358374,0.266186127,20.49714167,-3.803213563,-12.77155054
10B,2,4,0.061824371,0.206491426,0.29028315,20.47835494,-4.859677644,-16.99150707
10B,2,5,0,0.209377288,0.314777928,20.65641546,-4.844235092,-20.92640999
10B,2,6,0,0.212248234,0.340010516,21.2932333,-2.485342161,-24.19509625
10B,2,7,0,0.215123467,0.3661841,21.96219588,-0.008979947,-27.52689226
10B,2,8,0,0.218049875,0.392541117,22.65539893,2.479862825,-30.8056233
10B,2,9,0,0.221009001,0.417896964,23.34898483,4.840122339,-33.87565652
10B,2,10,0,0.223791205,0.441913391,24.01608647,7.066244516,-36.731147
10B,2,11,0,0.226213372,0.464748038,24.64237128,9.207851363,-39.42780476
10B,2,12,0,0.228541997,0.487371852,25.26674383,11.32494986,-42.06452882
10B,2,13,0,0.231278144,0.511338654,25.95872808,13.49717504,-44.77814876
10B,2,14,0,0.235028607,0.53871563,26.8066782,15.8363724,-47.74784103
10B,3,1,0.257757565,0.288268917,0.310455204,30.74664452,-1.790158931,-4.445272004
10B,3,2,0.227464398,0.292245418,0.338651673,30.73097246,-3.328306944,-9.142557496
10B,3,3,0.192822519,0.295837027,0.36517548,30.71455436,-4.688324501,-13.54534215
10B,3,4,0.150546279,0.299096298,0.390513719,30.6972958,-5.879506697,-17.73326321
10B,3,5,0.090283729,0.302113779,0.415138216,30.67901378,-6.933695315,-21.78439543
10B,3,6,0,0.3050688,0.43972683,30.81222749,-7.142551951,-25.55938217
10B,3,7,0,0.308140964,0.464814475,31.41829159,-4.982510626,-28.61295848
10B,3,8,0,0.311241642,0.489820847,32.03664954,-2.82483388,-31.60424136
10B,3,9,0,0.314220569,0.514078796,32.64403767,-0.721795526,-34.46611007
10B,3,10,0,0.317188392,0.538562674,33.26337181,1.408146756,-37.31741336
10B,3,11,0,0.320339652,0.564482943,33.92962937,3.658273191,-40.29008357
10B,3,12,0,0.32364945,0.59105285,34.62869908,5.943992899,-43.2813382
10B,3,13,0,0.326962401,0.616781728,35.32274001,8.128749687,-46.12221177
10B,3,14,0,0.33005254,0.640780898,35.97717801,10.15538434,-48.7364256
10B,3,15,0,0.332718542,0.662766873,36.56993319,12.02929951,-51.12232294
10B,3,16,0,0.33507191,0.684674359,37.14342095,13.93692878,-53.5090449
10B,3,17,0,0.337389803,0.70954434,37.77540954,16.14792029,-56.22787348
10B,3,18,0,0.340012757,0.740962169,38.56273568,18.96818424,-59.64894659
10B,4,1,0.359962335,0.384948042,0.401712071,41.20681328,-1.534183138,-3.281373584
10B,4,2,0.328974722,0.389628879,0.430993382,41.19232256,-3.337668233,-7.928898351
10B,4,3,0.296475999,0.393751271,0.457723001,41.17783447,-4.917131751,-12.16107102
10B,4,4,0.261363269,0.397397577,0.482721231,41.16314476,-6.288056701,-16.10709152
10B,4,5,0.220988587,0.400706874,0.506922752,41.14784115,-7.494096778,-19.91459949
10B,4,6,0.167322862,0.40394924,0.53189409,41.13092988,-8.636063035,-23.82933541
10B,4,7,0.068584834,0.407384696,0.558802183,41.11145222,-9.821301324,-28.03174581
10B,4,8,0,0.410838007,0.585831233,41.53261787,-8.698593829,-31.51027911
10B,4,9,0,0.414022023,0.610828483,42.11516407,-6.674355242,-34.38857481
10B,4,10,0,0.417071331,0.634947831,42.68299623,-4.709505335,-37.13580718
10B,4,11,0,0.420253958,0.660022884,43.28190342,-2.663390244,-39.95688483
10B,4,12,0,0.423609393,0.685966253,43.91419509,-0.55365065,-42.83295566
10B,4,13,0,0.427092115,0.712223766,44.5683836,1.56763748,-45.69817551
10B,4,14,0,0.430656057,0.738890888,45.24209691,3.714828476,-48.57001546
10B,4,15,0,0.434249437,0.766094288,45.93331759,5.906699745,-51.46975592
10B,4,16,0,0.437771553,0.793118958,46.62329974,8.084648213,-54.32223
10B,4,17,0,0.441132745,0.819061714,47.2903577,10.17032109,-57.03201365
10B,4,18,0,0.444482951,0.843843503,47.94304934,12.13127321,-59.57688346
10B,4,19,0,0.448060623,0.867607549,48.59960081,13.94353788,-61.95093185
10B,4,20,0,0.452083623,0.890316988,49.27331004,15.56869487,-64.12965834
10B,5,1,0.460461082,0.485726558,0.504508423,51.56629342,-1.405217834,-3.442588752
10B,5,2,0.431058455,0.490689208,0.530175611,51.55461875,-3.332253156,-7.358545112
10B,5,3,0.400164083,0.495137417,0.555686978,51.54205854,-5.033833081,-11.24129107
10B,5,4,0.366847732,0.499181444,0.581184396,51.5285569,-6.546071705,-15.11173881
10B,5,5,0.32955156,0.502950818,0.60679424,51.51405694,-7.920393781,-18.98864674
10B,5,6,0.285095117,0.50664687,0.632666988,51.49849263,-9.250738749,-22.89474355
10B,5,7,0.227350926,0.51042861,0.658879587,51.48181678,-10.61728928,-26.84125751
10B,5,8,0.142270949,0.514141079,0.68524087,51.46406983,-11.94047212,-30.79761855
10B,5,9,0,0.517612659,0.711600006,51.60474606,-12.28319012,-34.47856831
10B,5,10,0,0.521042527,0.738305231,52.19584442,-10.22552878,-37.45485391
10B,5,11,0,0.524683267,0.765619897,52.81820733,-8.129633204,-40.45059156
10B,5,12,0,0.52847139,0.792811465,53.45739748,-6.059950387,-43.38138082
10B,5,13,0,0.532279772,0.819274789,54.09502162,-4.059453637,-46.18964054
10B,5,14,0,0.536219537,0.846554806,54.75947616,-1.997069472,-49.05343859
10B,5,15,0,0.54041986,0.876028442,55.47984621,0.240010337,-52.12141719
10B,5,16,0,0.54453774,0.904795543,56.19074171,2.419013276,-55.08169729
10B,5,17,0,0.548128347,0.929734089,56.81344937,4.302070136,-57.62070617
10B,5,18,0,0.551428647,0.953999828,57.40957133,6.160602941,-60.0920095
10B,5,19,0,0.554935922,0.981706863,58.07669809,8.317884834,-62.91799195
10B,5,20,0,0.558924062,1,58.6389526,9.480097615,-64.57808096
10B,5,21,0,0.563563064,1,58.96861669,8.764043828,-64.0485546
10B,5,22,0,0.569030461,1,59.35786721,7.922689753,-63.42373856
10B,6,1,0.557497804,0.58923481,0.608029177,61.67032918,-1.95172707,-3.53336407
10B,6,2,0.533520846,0.593372217,0.629116393,61.66124768,-3.513396532,-6.641508339
10B,6,3,0.505234258,0.597719304,0.653105483,61.6502719,-5.138354258,-10.17130565
10B,6,4,0.47217193,0.602205279,0.679236133,61.63757685,-6.804081133,-14.00918006
10B,6,5,0.433829753,0.606722433,0.706728706,61.62339666,-8.470060193,-18.03856713
10B,6,6,0.390040513,0.611073721,0.734671829,61.60809623,-10.0523963,-22.12385261
10B,6,7,0.340452949,0.615076248,0.762191835,61.59212408,-11.47044714,-26.13624195
10B,6,8,0.281664868,0.618814468,0.788854674,61.57581941,-12.77128219,-30.01338966
10B,6,9,0.20327788,0.622458016,0.814733121,61.55924653,-14.03967667,-33.76714128
10B,6,10,0.02212123,0.626237284,0.841760777,61.54112737,-15.34769699,-37.6771053
10B,6,11,0,0.630353059,0.87165393,62.16383165,-13.341725,-40.93295307
10B,6,12,0,0.634578526,0.902431357,62.84438884,-11.0875257,-44.19976146
10B,6,13,0,0.638622286,0.931824363,63.50186106,-8.926856633,-47.28782576
10B,6,14,0,0.642764082,0.961639574,64.17835907,-6.734324948,-50.38543562
10B,6,15,0,0.64738859,0.994047338,64.9298696,-4.364072001,-53.70455442
10B,6,16,0,0.652293592,1,65.36401172,-4.517199835,-53.84199261
10B,6,17,0,0.657068732,1,65.71202456,-5.208172984,-53.29027941
10B,6,18,0,0.66151967,1,66.03668139,-5.849962047,-52.77594367
10B,6,19,0,0.665560478,1,66.33164216,-6.430710822,-52.30894798
10B,6,20,0,0.669202581,1,66.59767225,-6.952602085,-51.88799759
10B,6,21,0,0.672579681,1,66.84448776,-7.435200006,-51.49765599
10B,6,22,0,0.676260359,1,67.11364153,-7.959731799,-51.07221132
10B,6,23,0,0.681012531,1,67.46137498,-8.634723851,-50.52290632
10B,6,24,0,0.687694605,1,67.95073802,-9.579564079,-49.75054075
10B,7,1,0.670372566,0.691015924,0.703753575,71.58929172,-1.230986562,-2.307176814
10B,7,2,0.638599365,0.696876081,0.730880218,71.57833596,-3.412000293,-6.192325203
10B,7,3,0.605753582,0.702318287,0.757412152,71.56695149,-5.444068033,-9.986589814
10B,7,4,0.571298048,0.707394989,0.78372413,71.55498667,-7.335122188,-13.74262845
10B,7,5,0.534425098,0.712163881,0.81021359,71.54224595,-9.095978919,-17.51632256
10B,7,6,0.493856326,0.71668434,0.837391535,71.52843337,-10.73659295,-21.37937676
10B,7,7,0.447548737,0.72103286,0.865693932,71.5132518,-12.27702265,-25.39258669
10B,7,8,0.392230838,0.725325055,0.895048032,71.49668297,-13.76926394,-29.54495721
10B,7,9,0.321377122,0.729668892,0.92540297,71.47869575,-15.26469005,-33.82843497
10B,7,10,0.215629646,0.734106054,0.957428082,71.45875232,-16.76523512,-38.33526734
10B,7,11,0,0.738681139,0.991296988,71.60204703,-17.39967969,-42.81672579
10B,7,12,0,0.743435538,1,72.04831447,-17.26653723,-43.31434867
10B,7,13,0,0.748280347,1,72.40549939,-17.91829796,-42.75596889
10B,7,14,0,0.752910871,1,72.74700693,-18.53880471,-42.22250115
10B,7,15,0,0.757212206,1,73.06433633,-19.11307919,-41.72715674
10B,7,16,0,0.761708022,1,73.39611095,-19.7111426,-41.20962995
10B,7,17,0,0.766835377,1,73.77460516,-20.3905099,-40.61968478
10B,7,18,0,0.772137444,1,74.16611618,-21.09000158,-40.00996607
10B,7,19,0,0.776967702,1,74.52288688,-21.72458058,-39.45480758
10B,7,20,0,0.780822863,1,74.8076983,-22.22923636,-39.01193629
10B,8,1,0.777538221,0.795913008,0.800644547,81.34377091,-1.387208771,-1.166010072
10B,8,2,0.743445429,0.801954991,0.833346837,81.33084821,-3.505523398,-5.72091806
10B,8,3,0.708361806,0.807737312,0.863597383,81.31827331,-5.571273339,-9.932459428
10B,8,4,0.671613117,0.813299106,0.892429371,81.30569157,-7.584245536,-13.94253033
10B,8,5,0.631859535,0.818731942,0.92105644,81.29257725,-9.562774914,-17.91831876
10B,8,6,0.585858003,0.824275252,0.951441939,81.27793479,-11.57905288,-22.13038279
10B,8,7,0.529274461,0.830106203,0.984951147,81.26090705,-13.68810197,-26.76508347
10B,8,8,0.461977704,0.835797972,1,81.06510895,-17.13261844,-29.16644738
10B,8,9,0.383892331,0.840913083,1,80.73077893,-21.52199819,-29.73967256
10B,8,10,0.274856938,0.845989939,1,80.37269381,-26.2014385,-30.35165636
10B,8,11,0,0.851615096,1,80.0439927,-31.21553799,-30.91998212
10B,8,12,0,0.857127687,1,80.4519841,-31.89353517,-30.29354378
10B,8,13,0,0.861475101,1,80.77374045,-32.42607249,-29.79993075
10B,8,14,0,0.863713788,1,80.93942698,-32.69956352,-29.54589173
10B,9,1,0.887740759,0.902491974,0.905527343,91.07833609,-1.125312531,-0.821291323
10B,9,2,0.847907555,0.910038917,0.940277823,91.0653156,-3.799224324,-5.55580973
10B,9,3,0.803901079,0.917719202,0.97493979,91.05163873,-6.575170365,-10.27538596
10B,9,4,0.755798728,0.925338071,1,90.96877001,-9.890738844,-13.81443803
10B,9,5,0.704036031,0.932654166,1,90.6968793,-14.60675445,-14.30030636
10B,9,6,0.650418618,0.939287482,1,90.42813821,-19.15709792,-14.77700544
10B,9,7,0.597025174,0.944930545,1,90.16932399,-23.32514572,-15.23135447
10B,9,8,0.540840465,0.949852865,1,89.90388931,-27.29898861,-15.6916065
10B,9,9,0.474445856,0.954501694,1,89.60616143,-31.44370768,-16.2020328
10B,9,10,0.383732816,0.959269375,1,89.24952999,-36.15129071,-16.80817268
10B,10,1,1,1,1,100,0,0
10B,10,2,0.955557294,1,1,99.1786389,-3.716790856,-1.298295944
10B,10,3,0.904531817,1,1,98.28279397,-7.899508601,-2.716072978
10B,10,4,0.85087627,1,1,97.39636741,-12.18052685,-4.120730649
10B,10,5,0.794265282,1,1,96.52414673,-16.54204154,-5.504603502
10B,10,6,0.734261434,1,1,95.67149448,-20.9602716,-6.859076278
10BG,1,1,0.084995451,0.118711989,0.123407456,10.62653558,-3.532332709,-2.110827251
10BG,1,2,0.039037515,0.124561799,0.140461672,10.61710443,-7.162454064,-5.407544595
10BG,1,3,0,0.130192524,0.157166869,10.91255268,-9.136090135,-8.121327091
10BG,1,4,0,0.135694349,0.173768345,11.6813151,-8.191233532,-10.01469535
10BG,1,5,0,0.141142928,0.190421676,12.44709425,-7.220223005,-11.88613256
10BG,1,6,0,0.146599587,0.207206087,13.2167912,-6.228770475,-13.74061741
10BG,1,7,0,0.152108506,0.224121041,13.99433851,-5.228302237,-15.5727748
10BG,1,8,0,0.157690539,0.241070606,14.77980144,-4.23689216,-17.3662821
10BG,2,1,0.172232659,0.199224782,0.201786185,20.53900197,-2.791068411,-1.424877841
10BG,2,2,0.130606544,0.206510713,0.219124239,20.53124228,-6.837157586,-4.540911328
10BG,2,3,0.074444622,0.212909418,0.234770916,20.52343604,-10.69696005,-7.341560788
10BG,2,4,0,0.218624213,0.249330928,20.67385241,-13.42616877,-9.680001842
10BG,2,5,0,0.223893398,0.263427969,21.33033907,-12.78915652,-11.10132364
10BG,2,6,0,0.22907782,0.27804542,21.98502267,-12.07919383,-12.5969225
10BG,2,7,0,0.234509063,0.2938568,22.67722469,-11.27740546,-14.21931993
10BG,2,8,0,0.240015783,0.309600746,23.37599137,-10.48971845,-15.80015854
10BG,2,9,0,0.245218801,0.323846221,24.02837989,-9.809538884,-17.18254084
10BG,2,10,0,0.249963217,0.337412387,24.63043476,-9.126649342,-18.51446641
10BG,2,11,0,0.254270328,0.351444644,25.19953454,-8.321864281,-19.96166618
10BG,2,12,0,0.258226757,0.365141799,25.73377992,-7.494397343,-21.39436907
10BG,2,13,0,0.261848455,0.377012235,26.21447866,-6.808102447,-22.5979984
10BG,2,14,0,0.265084354,0.385743299,26.61834866,-6.397557454,-23.39823487
10BG,3,1,0.254581163,0.290901615,0.294604272,30.75627417,-3.516922819,-1.842448256
10BG,3,2,0.20695577,0.299799064,0.312076708,30.74954775,-8.216190235,-4.809332241
10BG,3,3,0.148565463,0.307545197,0.328722909,30.7423582,-12.60683026,-7.621826083
10BG,3,4,0.054202328,0.314406718,0.344714018,30.73473525,-16.75248499,-10.31106007
10BG,3,5,0,0.320608219,0.36010131,31.22448402,-17.55302418,-12.08374938
10BG,3,6,0,0.326323284,0.37465115,31.88435788,-16.97857303,-13.42812523
10BG,3,7,0,0.331723418,0.388290959,32.50645185,-16.44262976,-14.67135108
10BG,3,8,0,0.337129678,0.402085857,33.13043653,-15.88968959,-15.92534342
10BG,3,9,0,0.342790576,0.416891326,33.78746334,-15.27280285,-17.27834127
10BG,3,10,0,0.348240153,0.431253792,34.42093211,-14.66585244,-18.58498344
10BG,3,11,0,0.352966258,0.443693796,34.96989774,-14.13952843,-19.70702965
10BG,3,12,0,0.357445876,0.455566685,35.49095359,-13.63157626,-20.77453642
10BG,3,13,0,0.362242699,0.468361458,36.04961106,-13.0787505,-21.92095165
10BG,3,14,0,0.366838865,0.480641432,36.5848943,-12.54640571,-23.01459155
10BG,3,15,0,0.370557343,0.49062771,37.01838436,-12.11031156,-23.90107513
10BG,3,16,0,0.373618873,0.498811943,37.37470073,-11.75491573,-24.6222016
10BG,3,17,0,0.376485061,0.506231974,37.70520929,-11.44637373,-25.26145873
10BG,3,18,0,0.379460872,0.513502098,38.0428683,-11.16951625,-25.86355171
10BG,4,1,0.347355251,0.38941599,0.392251456,41.21304726,-3.970242232,-1.828256048
10BG,4,2,0.300829734,0.398762074,0.408294806,41.20768362,-8.651185282,-4.429766929
10BG,4,3,0.247983903,0.407109876,0.423815682,41.20195439,-13.08712476,-6.935666035
10BG,4,4,0.181867903,0.41469664,0.439042374,41.19581631,-17.34442511,-9.384026418
10BG,4,5,0.071449088,0.421745243,0.454194423,41.18921285,-21.5091253,-11.81115396
10BG,4,6,0,0.428495057,0.46954791,41.70020504,-22.36529409,-13.42619251
10BG,4,7,0,0.435155213,0.485291095,42.41764965,-21.84525817,-14.75709305
10BG,4,8,0,0.441785834,0.501218984,43.13383015,-21.30114357,-16.10666811
10BG,4,9,0,0.44833672,0.516961578,43.84090256,-20.76005563,-17.43042603
10BG,4,10,0,0.45451105,0.531936898,44.50819874,-20.23516388,-18.6875756
10BG,4,11,0,0.460091649,0.545778651,45.11405794,-19.73080503,-19.85765753
10BG,4,12,0,0.465527169,0.55927881,45.70400501,-19.23638345,-20.99248796
10BG,4,13,0,0.471198616,0.573020787,46.3155173,-18.75114276,-22.12285199
10BG,4,14,0,0.47636498,0.585444282,46.87111907,-18.31713284,-23.13375414
10BG,4,15,0,0.480325992,0.595219095,47.29948529,-17.96069792,-23.93826458
10BG,4,16,0,0.483995427,0.604458456,47.69811285,-17.61298891,-24.70488886
10BG,4,17,0,0.488359991,0.615331663,48.17074982,-17.2099217,-25.59731787
10BG,4,18,0,0.492709443,0.626312664,48.64307909,-16.79431629,-26.50165573
10BG,4,19,0,0.496139509,0.635492245,49.02116297,-16.41755935,-27.28010952
10BG,4,20,0,0.499024843,0.643601164,49.34346566,-16.06401702,-27.98330508
10BG,4,21,0,0.502047206,0.651966568,49.67960826,-15.70554226,-28.70055159
10BG,4,22,0,0.505657973,0.661420987,50.07501457,-15.32794159,-29.48396438
10BG,5,1,0.440268609,0.492149845,0.49630272,51.57222169,-4.661224678,-2.253738003
10BG,5,2,0.399343298,0.500813544,0.508909671,51.56861493,-8.828894678,-4.225854544
10BG,5,3,0.352727254,0.509082889,0.522570279,51.56419916,-12.98167823,-6.350748609
10BG,5,4,0.297144494,0.517043561,0.537010741,51.5590848,-17.15626822,-8.587275552
10BG,5,5,0.22517605,0.524758261,0.551938306,51.5534039,-21.38542392,-10.89137552
10BG,5,6,0.107054849,0.532266775,0.566953268,51.54736452,-25.69795119,-13.20292894
10BG,5,7,0,0.539586853,0.581753046,52.00644568,-27.10348797,-14.72697707
10BG,5,8,0,0.546739125,0.59656507,52.72531757,-26.75207601,-15.82511304
10BG,5,9,0,0.55376266,0.611674531,53.4355131,-26.35678625,-16.9717759
10BG,5,10,0,0.560714368,0.627031367,54.14137318,-25.92903912,-18.15283484
10BG,5,11,0,0.567538592,0.642285751,54.83523985,-25.49186833,-19.32867297
10BG,5,12,0,0.573725434,0.656243613,55.46490682,-25.08298508,-20.40531896
10BG,5,13,0,0.578914944,0.668129727,55.99434878,-24.72349514,-21.32715471
10BG,5,14,0,0.583971974,0.679835277,56.51110187,-24.36161428,-22.23737593
10BG,5,15,0,0.589803136,0.693263858,57.10584078,-23.94947369,-23.2729361
10BG,5,16,0,0.595993041,0.707473191,57.73617727,-23.51508385,-24.36059061
10BG,5,17,0,0.601848548,0.721064714,58.33343293,-23.0902179,-25.40347451
10BG,5,18,0,0.607097265,0.733866483,58.87462383,-22.65403754,-26.41322726
10BG,5,19,0,0.611703469,0.745970953,59.35817101,-22.19347969,-27.40671497
10BG,5,20,0,0.616116542,0.757208515,59.81764892,-21.78352138,-28.30874307
10BG,5,21,0,0.620700627,0.767352771,60.27895873,-21.49344417,-29.04774848
10BG,5,22,0,0.625010316,0.776380058,60.70702179,-21.26614457,-29.67552091
10BG,5,23,0,0.628445902,0.784342067,61.0559542,-21.01666866,-30.27139874
10BG,5,24,0,0.630570958,0.791268988,61.29261457,-20.68346989,-30.89192464
10BG,6,1,0.54255933,0.59472462,0.595546155,61.67775927,-4.724071177,-1.754397675
10BG,6,2,0.498002202,0.604481819,0.609344813,61.67410262,-9.226880948,-3.842162542
10BG,6,3,0.448627161,0.61377465,0.623551536,61.66997391,-13.70504934,-5.982988816
10BG,6,4,0.392483771,0.622626279,0.6379694,61.66545271,-18.15658651,-8.148197849
10BG,6,5,0.325941488,0.63103987,0.652391608,61.66062949,-22.56999535,-10.30764403
10BG,6,6,0.240461353,0.6389825,0.666556116,61.65562553,-26.9132842,-12.42304285
10BG,6,7,0.094181391,0.646430951,0.680255288,61.65055037,-31.1556668,-14.4642674
10BG,6,8,0,0.653467895,0.693556297,62.15265622,-32.01690051,-15.62579137
10BG,6,9,0,0.660240146,0.706702891,62.80153982,-31.7708872,-16.52147383
10BG,6,10,0,0.667053317,0.720390891,63.45755208,-31.48439478,-17.47784261
10BG,6,11,0,0.674099408,0.735036031,64.13949564,-31.14655899,-18.52487322
10BG,6,12,0,0.680888378,0.749462663,64.79865026,-30.79365164,-19.56907851
10BG,6,13,0,0.686964477,0.762611567,65.3901588,-30.45704405,-20.52950854
10BG,6,14,0,0.69283929,0.775543825,65.96357666,-30.11238585,-21.48190609
10BG,6,15,0,0.699047865,0.789344065,66.57030428,-29.7359873,-22.50083244
10BG,6,16,0,0.705106123,0.802993319,67.16356159,-29.35238153,-23.51375723
10BG,6,17,0,0.710524825,0.815420598,67.69584768,-28.99007465,-24.44351719
10BG,6,18,0,0.715970858,0.827561914,68.22722636,-28.65456079,-25.33042571
10BG,6,19,0,0.722122986,0.840473607,68.81947394,-28.34274124,-26.22754188
10BG,6,20,0,0.728424542,0.853620161,69.42474318,-28.02962585,-27.13280465
10BG,6,21,0,0.734197767,0.866285474,69.98461925,-27.68990234,-28.03618387
10BG,6,22,0,0.739589191,0.878632378,70.51202227,-27.3282571,-28.94105892
10BG,6,23,0,0.74491871,0.891000419,71.03459612,-26.95650566,-29.85235335
10BG,6,24,0,0.750344271,0.90355397,71.56588778,-26.58082843,-30.77197002
10BG,7,1,0.654906021,0.696329989,0.6954673,71.59447231,-3.740579527,-1.173979903
10BG,7,2,0.599416276,0.709052573,0.711900691,71.59060989,-9.393521105,-3.596168717
10BG,7,3,0.546704882,0.719540982,0.725888407,71.58711161,-14.28405792,-5.652651192
10BG,7,4,0.495069509,0.728417085,0.738341182,71.58377092,-18.59226657,-7.477887116
10BG,7,5,0.441101742,0.736324928,0.750206315,71.58033993,-22.56434637,-9.211029684
10BG,7,6,0.376664556,0.744103693,0.762772913,71.57643035,-26.59819168,-11.04025082
10BG,7,7,0.286063553,0.752374816,0.776910166,71.57176059,-31.03718704,-13.09216349
10BG,7,8,0.126336626,0.760689869,0.791570446,71.5666917,-35.67315092,-15.21534778
10BG,7,9,0,0.768510328,0.805661322,72.07160922,-36.86027534,-16.43250712
10BG,7,10,0,0.776066663,0.819727368,72.76856028,-36.64384411,-17.33035068
10BG,7,11,0,0.783633197,0.834347115,73.4700056,-36.3838627,-18.29249442
10BG,7,12,0,0.790831262,0.848628359,74.13964388,-36.10591883,-19.25043984
10BG,7,13,0,0.797344386,0.861773658,74.74682253,-35.83580151,-20.14143935
10BG,7,14,0,0.803851469,0.874840921,75.35229779,-35.57038399,-21.01988346
10BG,7,15,0,0.810984248,0.888863215,76.01272527,-35.30277344,-21.94145228
10BG,7,16,0,0.818104695,0.902932654,76.67189048,-35.02921956,-22.86642677
10BG,7,17,0,0.824418606,0.915876478,77.25985736,-34.74846752,-23.74116231
10BG,7,18,0,0.829848069,0.927386412,77.76836212,-34.47599421,-24.53741716
10BG,7,19,0,0.834612706,0.937651317,78.21575491,-34.22319208,-25.2541984
10BG,7,20,0,0.839422385,0.948028792,78.66724885,-33.96633017,-25.97755516
10BG,7,21,0,0.844911465,0.959807147,79.18161439,-33.67797907,-26.79258303
10BG,7,22,0,0.85082909,0.972761912,79.73803768,-33.34576021,-27.69956721
10BG,7,23,0,0.85673762,0.986367021,80.29925609,-32.95896686,-28.68341464
10BG,7,24,0,0.862374437,1,80.84030094,-32.53600073,-29.69786504
10BG,8,1,0.750888756,0.803255527,0.803031621,81.34470635,-4.556855659,-1.549754913
10BG,8,2,0.701844487,0.814812636,0.815416215,81.34241886,-9.588921763,-3.34245323
10BG,8,3,0.65010298,0.82561251,0.828084757,81.33974036,-14.4760258,-5.166865512
10BG,8,4,0.59451884,0.835772331,0.840952715,81.33672417,-19.24712887,-7.012146304
10BG,8,5,0.533362832,0.845391528,0.85394317,81.33342047,-23.92999643,-8.86840501
10BG,8,6,0.463717946,0.854553253,0.867009353,81.32986507,-28.55000207,-10.7298009
10BG,8,7,0.379781217,0.86333343,0.880071192,81.32611139,-33.13495166,-12.58588385
10BG,8,8,0.265877562,0.871809507,0.892888734,81.32229767,-37.72245789,-14.40431973
10BG,8,9,0,0.880082263,0.905403129,81.36036258,-42.09349897,-16.11067565
10BG,8,10,0,0.888391595,0.91844964,82.0874499,-42.04949894,-16.78128933
10BG,8,11,0,0.89682215,0.932544877,82.83079602,-41.93905758,-17.56452258
10BG,8,12,0,0.904618863,0.94605286,83.5210426,-41.80036758,-18.34394574
10BG,8,13,0,0.911214769,0.957645533,84.10559872,-41.66999437,-19.02119481
10BG,8,14,0,0.917748631,0.969329953,84.68564865,-41.52507771,-19.71441552
10BG,8,15,0,0.925355997,0.983214625,85.36250832,-41.33430838,-20.55286527
10BG,8,16,0,0.933358655,0.998546749,86.07959671,-41.0771252,-21.5195829
10BG,8,17,0,0.940777511,1,86.63976794,-41.81891867,-20.86614723
10BG,8,18,0,0.947257693,1,87.11859127,-42.56057569,-20.14244862
10BG,8,19,0,0.952762331,1,87.52524351,-43.18763862,-19.52849299
10BG,8,20,0,0.958057718,1,87.91635758,-43.78833451,-18.93857197
10BG,8,21,0,0.964111631,1,88.36339578,-44.47206103,-18.26499223
10BG,8,22,0,0.971768754,1,88.92865937,-45.33228952,-17.41433418
10BG,9,1,0.855031174,0.911479131,0.909253137,91.07911753,-4.893496251,-1.388427348
10BG,9,2,0.802788299,0.923916167,0.922182358,91.07690422,-10.17719732,-3.218918035
10BG,9,3,0.745868304,0.935977656,0.935912692,91.07419248,-15.49708926,-5.152685462
10BG,9,4,0.683239256,0.947642494,0.950074818,91.071116,-20.84088622,-7.139687912
10BG,9,5,0.613365311,0.958886129,0.964179416,91.06787433,-26.1953425,-9.11392453
10BG,9,6,0.533873515,0.969698948,0.977221534,91.06492833,-31.56326238,-10.94058842
10BG,9,7,0.440100113,0.980004373,0.988728204,91.06249986,-36.9018607,-12.55611289
10BG,9,8,0.317624249,0.98960214,1,91.05326003,-42.09880075,-14.14436421
10BG,9,9,0.046610605,0.998551393,1,90.93985566,-48.06603713,-14.39365622
10BG,9,10,0,1,1,91.01105548,-48.46075132,-14.29080901
10BG,9,11,0,1,1,91.01105548,-48.46075132,-14.29080901
10BG,9,12,0,1,1,91.01105548,-48.46075132,-14.29080901
10BG,9,13,0,1,1,91.01105548,-48.46075132,-14.29080901
10BG,9,14,0,1,1,91.01105548,-48.46075132,-14.29080901
10BG,9,15,0,1,1,91.01105548,-48.46075132,-14.29080901
10BG,9,16,0,1,1,91.01105548,-48.46075132,-14.29080901
10BG,9,17,0,1,1,91.01105548,-48.46075132,-14.29080901
10BG,9,18,0,1,1,91.01105548,-48.46075132,-14.29080901
